openalexid,value,key
W3098896013,"['Support Vector Machines (SVMs)', 'Artificial Neural Networks']",Classic AI & Neural Network Architectures
W3092900444,"['Deep learning', 'Multi-source big data']",New Generation of AI
W3105869154,['LSTM'],Classic AI & Neural Network Architectures
W3049022580,"['Random Forest', 'Boosted Regression Trees']",Classic Machine Learning
W3214897075,[],Other
W3124887159,[],Other
W3090670297,"['RPROP artificial neural network', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W3093647720,"['EOF decomposition', 'EEMD filtering']",Other
W3109340716,['machine learning'],Classic Machine Learning
W3106191606,"['Named Entity Recognition', 'Convolutional Neural Networks']",Classic AI & Neural Network Architectures
W3006060664,N/A,N/A
W3207762859,['CNN'],Classic AI & Neural Network Architectures
W3012612402,"['machine learning approach', 'suitability indices', 'co-occurrence modeling']",Classic Machine Learning
W3033140061,['ANN'],Classic AI & Neural Network Architectures
W3212573083,['Knowledge-Based System'],Classic Machine Learning
W3049610443,"['Linear regression', 'Random Forests', 'Neural networks']",Classic Machine Learning
W3050933667,"['Weather forecasting', 'Neural network']",Classic AI & Neural Network Architectures
W3115993554,['Reinforcement Learning'],Classic Machine Learning
W3080781531,"['AlphaZero', 'fine-tuning']",Classic Machine Learning
W3003160242,[],New Generation of AI
W3088583720,"['U-Net', 'Generative Adversarial Network']",Classic Deep Learning
W3105964772,['Random Forest'],Classic Machine Learning
W3138721560,[],Other
W3107164262,[],Other
W3163130649,N/A,N/A
W3012435359,['Convolutional Neural Networks (CNN)'],Classic AI & Neural Network Architectures
W3195501699,"['deep learning', 'Convolutional Neural Networks']",Classic AI & Neural Network Architectures
W3160391290,['LSTM'],Classic AI & Neural Network Architectures
W3080890128,"['Data acquisition', 'data analysis', 'data cleaning']",Other
W3090989765,['artificial neural networks'],Classic AI & Neural Network Architectures
W3169010998,"['ResNet', 'ReSneNet']",Classic AI & Neural Network Architectures
W3085808050,"['Machine Learning', 'Random Forests', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W3145411184,['Transformers'],New Generation of AI
W3011867346,['CNNs'],Classic AI & Neural Network Architectures
W3042790352,[],Other
W3041892518,"['Multiple Linear Regression Model', 'Feed Forward Artificial Neural Network']",Classic Machine Learning
W3096966677,['AI'],Other
W3036601463,"['Customer churn prediction', 'overuse of currently dominant AI systems optimized for avoiding error']",Other
W3009096484,['randomized smoothing'],Classic AI & Neural Network Architectures
W3027199054,"['LSTM', 'ANN']",Classic AI & Neural Network Architectures
W37646210,"['Neural Methods', 'Transformers']",New Generation of AI
W3130180925,"['ResNet', 'RefineNet']",Classic AI & Neural Network Architectures
W3037233872,"['Neural Network Models', 'ANN']",Classic AI & Neural Network Architectures
W3103819349,N/A,N/A
W3006512075,"['multi-class', 'artificial neural network (ANN)-based']",Classic AI & Neural Network Architectures
W3091018765,['CNN'],Classic AI & Neural Network Architectures
W3035035165,"['particle swarm optimization', 'learning rate hyperparameter']",Classic Machine Learning
W3034742220,['deep neural net'],Classic AI & Neural Network Architectures
W3212089166,['Reinforcement Learning'],Classic AI & Neural Network Architectures
W3105965249,['grey BP neural network'],Classic Machine Learning
W3029079063,"['Machine Learning Models', 'Sentiment Analysis', 'Twitter Data', 'Public Sentiment']",Classic Machine Learning
W3182508483,"['Faster R-CNN ResNext 101 FPN', 'Object detection methods']",New Generation of AI
W3045866287,['deep learning'],Classic AI & Neural Network Architectures
W3112845010,"['neural networks', 'knowledge-based systems']",Classic Machine Learning
W3043584317,"['Deep learning', 'Data assimilation', 'Big data']",Classic AI & Neural Network Architectures
W3017546145,['ANN'],Classic AI & Neural Network Architectures
W3023610096,[],Classic Machine Learning
W3127560734,"['Inception-V3', 'MobileNet-V2', 'ResNet-18', 'DenseNet-121']",Classic AI & Neural Network Architectures
W3207716759,['CNN'],Classic AI & Neural Network Architectures
W3083717490,"['Convolutional Neural Networks (CNNs)', 'Transfer Learning']",Classic AI & Neural Network Architectures
W3120511098,['deep learning'],Classic AI & Neural Network Architectures
W3096951464,['Artificial Intelligence (AI)'],Other
W3010751359,"['Geographic Information Systems', 'MATLAB']",Other
W3108460185,['linear regression'],Classic Machine Learning
W3096299479,['machine learning'],Classic Machine Learning
W3016623778,['convolutional neural network (CNN)'],Classic AI & Neural Network Architectures
W3026842959,['Siamese convolutional neural networks'],Classic AI & Neural Network Architectures
W3012575622,"['Random Forest', 'Linear Regression']",Classic Machine Learning
W3026613832,['Weak and Strong AI'],New Generation of AI
W3041348652,"['machine learning', 'PCA']",Classic Machine Learning
W3137457317,"['Chatbot', 'AI-powered Legal Assistance', 'Mobile Phone/Computer Access for Family Search']",Other
W3091860270,['machine learning'],Other
W3047351955,['LRCNs'],Classic AI & Neural Network Architectures
W3111099750,"['Graph Machine Learning', 'Pharmaceuticals', 'Drug discovery']",Classic Machine Learning
W3096109678,"['Classification Models', 'Feature Engineering', 'Supervised Learning']",Classic Machine Learning
W3096778084,['PersGNN'],Classic AI & Neural Network Architectures
W3130373348,['statistical methods'],Classic Machine Learning
W3042863654,[],Classic Machine Learning
W3085764874,"['super-resolution image processing', 'deep learning']",Classic AI & Neural Network Architectures
W3094454304,['Machine Learning'],Classic Machine Learning
W3092105098,['Bayesian Neural Networks'],Classic AI & Neural Network Architectures
W3043759231,"['transformative innovative policy', 'Schumpeter', 'book chapter', 'historical and conceptual roots', 'critical comparison', 'important questions for future research']",Other
W3117361642,['deep learning'],Classic AI & Neural Network Architectures
W3125374805,"['High-resolution network', 'Semantic segmentation', 'CNNs', 'Parallel convolutions', 'Feature fusion', 'CascadePSP']",Classic AI & Neural Network Architectures
W3091664847,['image processing'],New Generation of AI
W3016591642,"['maximum likelihood classifier', 'decision tree']",Classic Machine Learning
W3030681961,"['Work from Home', 'COVID-19', 'social distancing', 'WFH', 'people-connect', 're-skilling', 'multi-skilling', 'up-skilling', 'technology disruption']",Other
W3083287340,['multilayer perceptron neural network'],Classic AI & Neural Network Architectures
W3084393428,['ANFIS'],Classic AI & Neural Network Architectures
W3034886669,['Transformers'],New Generation of AI
W3010970313,['statistical methods'],Other
W2999824992,N/A,N/A
W3092075539,['deep learning'],Classic AI & Neural Network Architectures
W3087571189,['Multiclass relevance vector machine (MCRVM)'],Classic Machine Learning
W3035325028,"['Random Forest', 'Multivariate Partial Least-Squares Structural Equation Models']",Classic Machine Learning
W3115950759,N/A,N/A
W3042721396,"['image processing', 'machine learning']",Classic AI & Neural Network Architectures
W3093884599,['ANN'],Classic AI & Neural Network Architectures
W3131475143,"['Deep Learning', 'Machine Deep Learning Techniques']",Classic AI & Neural Network Architectures
W3021835597,['Machine Learning & Artificial Intelligence'],New Generation of AI
W3133498174,"['ARIMA', 'Prophet', 'Extreme Gradient Boosting', 'LSTM']",Classic Machine Learning
W3035795257,['Perceptual Adversarial Training'],New Generation of AI
W3089493857,"['stochastic collection kernel', 'neural networks']",Classic AI & Neural Network Architectures
W3081098718,"['Deep learning model', 'CNNs']",Classic AI & Neural Network Architectures
W3033689898,"['Multiple regression analysis', 'Statistical tests']",Classic Machine Learning
W3142841241,"['artificial intelligence', 'biotech', 'digital technologies']",Other
W3088943519,"['Long Short-Term Memory Cell', 'Recurrent Neural Networks']",Classic AI & Neural Network Architectures
W3084413701,"['AI4GEO', '3D Geospatial information', 'Big 3D datasets', 'Semantic segmentations']",New Generation of AI
W2999228179,['Random Forest'],Classic Machine Learning
W3094153270,"['Multi-scale Bayesian convolution network', 'Convolutional Neural Networks']",Classic AI & Neural Network Architectures
W3123598721,['machine learning'],Other
W3004408834,"['Named Entity Recognition', 'Event Detection']",Classic Machine Learning
W3083601663,['machine learning'],Classic Machine Learning
W4231077073,['machine learning'],Classic Machine Learning
W3043276225,['CNN'],Classic AI & Neural Network Architectures
W3091803377,"['artificial intelligence', 'cutting-edge technologies']",Other
W3134089939,[],Other
W3094618496,[],Other
W3093017461,['doc2ve'],Other
W3118666275,N/A,N/A
W3046994101,"['Convolutional Tensor-train Decomposition', 'Recurrent Neural Networks (RNNs)', 'Physics-informed']",New Generation of AI
W3082395843,['LSTMs'],Classic AI & Neural Network Architectures
W3108061370,"['recommender system', 'job ads data', 'household survey']",Classic Machine Learning
W3058542386,"['Encoder-Decoder Model', 'Temporal Recurrent U-Net', '2D Cross Attention Mechanism', 'Convolutional-Recurrent Layers']",Classic AI & Neural Network Architectures
W3163614167,['Siamese Networks'],Classic AI & Neural Network Architectures
W3112375459,['neural network'],Classic AI & Neural Network Architectures
W3115652409,['AI-driven global automation'],Other
W3195643566,['Rough set'],Classic Machine Learning
W2999666473,['Random Forests'],Classic Machine Learning
W3193662766,['Transformers'],New Generation of AI
W3084223700,"['random forests', 'linear mixed model']",Classic Machine Learning
W3100975886,['statistical'],Classic Machine Learning
W3004717130,N/A,N/A
W3141976176,"['Self-Learning Discrete Regression', 'Geographically Weighted Regression', 'Back Propagation Neural Network']",Other
W3099871723,['Long Short-Term Memory (LSTMs)'],Classic AI & Neural Network Architectures
W3095242621,"['classical ML', 'machine learning']",Classic Machine Learning
W3092094649,"['Bayesian methods', 'statistical methods']",Classic Machine Learning
W3091509057,"['neural embeddings', 'InterVENE']",Classic AI & Neural Network Architectures
W3108495250,"['Statistical calculations', 'Global Crop Water Model (GCWM)']",Other
W3044064086,"['LC3', 'p62', 'NBR1', 'OPTN', 'NDP52', 'autophagosome formation', 'SNARE proteins']",Other
W3012794667,['Gaussian Process'],Classic Machine Learning
W3194124144,"['Long Short-Term Memory (LSTM)', 'Neural Networks']",Classic AI & Neural Network Architectures
W3160547188,"['Artificial Neural Networks', 'R', 'RStudio', 'four models of Neural Networks']",Classic AI & Neural Network Architectures
W3100610984,"['Support Vector Machines (SVMs)', 'artificial neural networks']",Classic Machine Learning
W3128967618,"['CNN', 'AlexNet']",Classic AI & Neural Network Architectures
W3169800348,N/A,N/A
W3209844378,N/A,N/A
W3024190797,"['Naive Bayes', 'Support Vector Machines (SVMs)', 'Random Forest', 'Neural Network', 'Ensemble Learner']",Classic Machine Learning
W3034839111,"['Logistic regression', 'Support Vector Machines (SVMs)', 'Q-learning']",Classic AI & Neural Network Architectures
W4239153611,"['deep learning', 'artificial neural network']",Classic Deep Learning
W3134983987,"['Machine Learning', 'Convolutional Neural Networks (CNNs)', 'TensorFlow']",Classic Machine Learning
W3101444138,[],Other
W3098681667,['Deep Learning Neural Networks'],New Generation of AI
W3092926764,['machine learning'],Classic Machine Learning
W3034719516,N/A,N/A
W3046571862,['Parallel Convolutional Neural Network (PCNN)'],Classic AI & Neural Network Architectures
W3114766993,"['Supervised Learning', 'XGBoost', 'CNN']",Classic Machine Learning
W3120153330,"['deep convolutional neural networks', 'transfer learning', 'feature extraction', 'sample reweighting', 'end-to-end deep transfer learning']",Classic AI & Neural Network Architectures
W3111025647,[],Other
W3124472191,N/A,N/A
W30347286,"['ANN', 'NNETAR']",Classic AI & Neural Network Architectures
W3042570561,"['machine learning', 'historical fire events']",Classic Machine Learning
W3185251379,['linear quantile lasso regression'],Classic Machine Learning
W3179504252,['fully convolutional neural network'],Classic AI & Neural Network Architectures
W3165284431,[],Other
W3008716803,"['Artificial Intelligence', 'Machine Learning']",Classic AI & Neural Network Architectures
W4235393380,"['neural network', 'satellite altimetry records']",Classic AI & Neural Network Architectures
W3186584210,['machine learning'],Classic Machine Learning
W3100447474,['Multivariate Linear Regression'],Classic Machine Learning
W3175005907,"['ANN', 'NARX']",Classic AI & Neural Network Architectures
W3210223564,"['Autoencoder-decoder', 'Feedforward neural networks']",Classic AI & Neural Network Architectures
W3018356538,[],Other
W3085365356,['3D convolutional neural networks'],Classic AI & Neural Network Architectures
